Author,Date,Text 
f4mi‼️,2021-10-23 17:42:50+00:00,@AvelasPt dude my 6.3 inch xiaomi phone was frying pan big and starting to become glitchy after just a few updates
Cain,2021-10-23 17:33:36+00:00,"If somebody gonna visit here
Let me please know if i should buy next year @Xiaomi 12 or @ASUS_ROG phone 6. I mean I'm not that big of a photo guy and I would like way more that big hunk of battery that's in rog 6 but Xiaomi is way more lighter and priced nearly the same"
SuperPhoneGadgets,2021-10-23 17:16:53+00:00,"Like and Share BlitzWolf BW-BS10 Portable bluetooth Selfie Stick with Tripod Extendable Foldable Monopod for iPhone 11 X Huawei Xiaomi Phone
$27.83
FREE Shipping 
BUY ONE HERE—-&gt; https://t.co/phliUJXDvE 
 Tag a friend who would love this! 

 #EarPhones #HeadPhones https://t.co/TtXVbCjN41"
★Ambrose★T★Bramblebuck★,2021-10-23 17:03:55+00:00,"RT @e_mydata: Nothing to add...
""The privacy focused /e/OS variant of Android was observed to transmit essentially no data"" 

Find out more…"
budget roo,2021-10-23 16:43:05+00:00,#hashtag1|#hashtag2|#hashtag3|#hashtag4} Pattern wood textures Phone Case For Xiaomi Redmi Note 4 4x 5 6 7 8 pro S2 PLUS 6A PRO 11.00 13.00 https://t.co/sHV9xhws9h https://t.co/QvS0PvVmuv
Chris House,2021-10-23 16:42:37+00:00,RT @HaylsWorld: Super excited for the launch of the Xiaomi 11T Pro in South Africa! Tomorrow on the Xiaomi South Africa Facebook Page they’…
YOHAN NOELDSOUZA,2021-10-23 16:37:48+00:00,"For a phone of this cheap quality, misbehaving so very frequently, that too for a 6-month new phone, this phone is indeed utter shit, wouldn’t recommend buying this model at all

@Xiaomi 
@XiaomiIndia
@MiIndiaFC
@MiIndiaSupport"
YOHAN NOELDSOUZA,2021-10-23 16:36:55+00:00,"All these times the phone has been returned back to me with hardly any improvement in working condition of the phone, the device working okayish WITHOUT ANY APPLICATIONS LOADED like as though am to treat it as an antique piece.
@Xiaomi @XiaomiIndia
 
@MiIndiaFC
 
@MiIndiaSupport"
YOHAN NOELDSOUZA,2021-10-23 16:36:26+00:00,"Pathetic customer service quality meant that I had to visit the same service center in September twice in three days over the phone hanging and heating and even ended up going there a third time a few days later. 

@Xiaomi 

 @XiaomiIndia @MiIndiaFC @MiIndiaSupport"
rasmus,2021-10-23 16:35:53+00:00,"@winkwooonk you should buy a phone like the Xiaomi Redmi Note 9 Pro 64GB. Android, 6.67"", 64 MP, 209g equipped with a high-performance octa-core processor with a maximum clock speed of 2.0GHz, a GPU frequency of 1000MHz"
YOHAN NOELDSOUZA,2021-10-23 16:35:11+00:00,"The issues with the phone increased in August with the device hanging and heating up as well as and I had to seek the help of the service center to sort these problems out since the device is under warranty. 
@Xiaomi @XiaomiIndia @MiIndiaFC @MiIndiaSupport"
kumar gaurav,2021-10-23 16:35:00+00:00,RT @chandrabhanu_: @RedmiSupportIN New update on Redmi Note 8 Pro destroyed my 3 Bluetooth speakers. BT speakers working fine with other de…
YOHAN NOELDSOUZA,2021-10-23 16:34:09+00:00,"Within 3.5 weeks itself, the system camera konked off for the first of the many times that it has given way. And I had to end up reformatting the phone all those many times, losing the data in the process, and wasting time in doing so as well. 
@Xiaomi  @XiaomiIndia @MiIndiaFC"
Navneet❤️,2021-10-23 16:33:03+00:00,"RT @stufflistings: A new Redmi phone (global variant) visits the IMEI database.
#Xiaomi #Redmi https://t.co/aNHlaEKB1h"
YOHAN NOELDSOUZA,2021-10-23 16:32:28+00:00,"Well, I had purchased an Mi Note 10 (Shadow Black 4 GB RAM, 64 GB Storage) only in the month of June 2021.

Since then, the phone has been anything but smoothly operational. 

@Xiaomi @XiaomiIndia @MiIndiaFC @MiIndiaSupport"
YOHAN NOELDSOUZA,2021-10-23 16:29:57+00:00,"after another repeated malfunction in my recently purchased phone, am but convinced that the piece that has been delivered to me is indeed defective.

What is this post about??

@Xiaomi @XiaomiIndia @MiIndiaFC @MiIndiaSupport"
ƬΣKΛ ,2021-10-23 16:28:57+00:00,@predatoronlive @izzetks @Alfaqmi @geetsethi84 @UniverseIce Thats a single phone experience u said. Compare it with a same spec device with slow charging. You will see the difference. And yes Xiaomi is better in managing heat (sometime). But 200W means a huge amount of power and the battery still uses li-ion technology....
HaylsWorld,2021-10-23 16:26:19+00:00,Super excited for the launch of the Xiaomi 11T Pro in South Africa! Tomorrow on the Xiaomi South Africa Facebook Page they’ll be giving one away and sharing all the details on this bad boy 😎 GUYS this phone comes with a 120 Watt charging brick 🤯 (MIND BLOWN!!!) #xiaomi11TPro https://t.co/JXJDYpj7Wd
Chandra Bhanu,2021-10-23 16:19:26+00:00,@RedmiSupportIN New update on Redmi Note 8 Pro destroyed my 3 Bluetooth speakers. BT speakers working fine with other devices but as soon as I connect with my mobile it creates problems in the capacitors of BT speakers. Never update with MIUI. I tried resetting BT and even Phone.
Manikandan,2021-10-23 16:13:44+00:00,"Hi This is Manikandan...
I'll redmi note 10 Pro series I'm using this mobile around six months. some issues for  recently...
1. Incoming call coming but not show the screen 
2. Some time automatically switch off the mobile  kindly fix the issue coming updates..#RedmiNote10pro,"
Anjani Nandan Tiwari,2021-10-23 16:00:46+00:00,"@a_unbox Bhai , redmi note 10s or realme 8 , for normal usage and the person don't want to install custom rom 

Which would be better for long term usage?2-3years
Phone can be physically abused ( can't help , vo banda kaam hi aisa karta hai ki usme phone 1 hafte mein 2-3 baar to girta h)"
HEMANT KUMAR,2021-10-23 15:50:40+00:00,"@KaroulSahil Mi 11T in india, otherwise I will go with xiaomi flagship phone.."
Vivek Chhetri,2021-10-23 15:49:45+00:00,"RT gizbot ""A new leak on Weibo has detailed the entire spec-sheet of all the three variants #RedmiNote11Series @Xiaomi
https://t.co/Utu8lWlvyS"""
HolyGrail,2021-10-23 15:47:12+00:00,"@setpen_art @OlaideSanusii @emmanuel_22nd @EzeanolueJoseph @Fesimaxu @aproko_doctor Samsung A51 uses exynos 9611, it's a lower mid-range Soc, It depends on what you want but it's a weak as* processor. 
Xiaomi, Motorola, etc can give you a flagship processor phone for below 200k but not Samsung. Finally, avoid Samsung A series, it's built for Africa."
ƬΣKΛ ,2021-10-23 15:37:10+00:00,@predatoronlive @izzetks @Alfaqmi @geetsethi84 @UniverseIce Xiaomi say that every time but I recommend you to check such a device used for years comparing with a same phone charged with lower wattage. Dont trust vendor because they say so. They are trying to sell their product. Relevant to every manufacturer including Apple &amp; Samsung.
Ur_Gadget_Store,2021-10-23 15:30:59+00:00,"😀4in1 Wireless Charger For Earpods Phone and Watch📢
$ 30.88 🩸
.Follow Us
.
#wirelesschargers #Bluetoothchargers #urelectronix #smartgadgets #electronics #gadgetstore

https://t.co/B6U1O2cYRI https://t.co/kKsrw7ngQo"
GIZBOT,2021-10-23 15:30:00+00:00,"A new leak on Weibo has detailed the entire spec-sheet of all the three variants #RedmiNote11Series @Xiaomi
https://t.co/ncl1FqgcDQ"
XiaomiRetweetBot,2021-10-23 15:27:27+00:00,"RT @Mobiledott: 2 new Xiaomi phone's with SD 778G &amp; 888 launching soon in China

#Xiaomi #mi https://t.co/KsX6MazJ6g"
Anjo Valle,2021-10-23 15:26:16+00:00,the new xiaomi phone O_O ang gand ang specs for the price point omaygad
rohit,2021-10-23 15:23:19+00:00,@Xiaomi @SamsungIndia @OPPOIndia @realmeIndia @Vivo_India   Xiaomi  given verey bed service in after sales today iam visit your service center in noida sector 2 but he asked me summit you mobile parts are not available
Imran Ahmad,2021-10-23 15:20:43+00:00,"@manukumarjain @IndiaPOCO @Xiaomi
Dear Manu Sir
Plz help to your xiaomi fan i have POCO F3 GT which having huge touch and display colours issues,I have submitted in service center they changed phone combo but they didn't mention in job sheet also they didn't provide me job sheet"
August13,2021-10-23 15:17:18+00:00,"RT @AnnaWanderer: Yes... I am ready for that sad girl autumn album and cry me a river type of song tracks 

The fact that my phone model ha…"
Vedaank Buddaraju,2021-10-23 15:17:05+00:00,"@manukumarjain Dont forget wa are all waiting for that @Xiaomi and @Ferrari collab for the best cr branded phone ever....

is there a chance @manukumarjain"
Joanna 💛❤️💙,2021-10-23 15:16:29+00:00,"Yes... I am ready for that sad girl autumn album and cry me a river type of song tracks 

The fact that my phone model have Red in Redmi 
#ARIAsTaylorSwift #redtaylorsversion #redminote105g"
Mobile Dott 👀,2021-10-23 15:15:13+00:00,"2 new Xiaomi phone's with SD 778G &amp; 888 launching soon in China

#Xiaomi #mi https://t.co/KsX6MazJ6g"
Ezhil,2021-10-23 15:10:32+00:00,"RT @XiaomiIndia: Our #Xiaomi11LiteNE5G is the Slimmest &amp; Lightest 5G Smartphone Of 2021, but there's more to this than meets the eye:
-64MP…"
ƬΣKΛ ,2021-10-23 15:09:13+00:00,@Kartike51971365 @geetsethi84 @UniverseIce Calculate! Take the time Samsung takes to charge the phone at 45W vs Xiaomi at the same voltage.
Ajeet Mehraniya,2021-10-23 15:05:46+00:00,"Redmi note 11 series launch date and specifications - 
https://t.co/XqnbArPOdk
#RedmiNote11Series #redminote11 #RedmiNote11ProPlus #RedmiNote11Pro #RedmiNote10 #RedmiNote10proMax #smartphone #Mobile #technews #techblogger #techblogs #techblog #Blog #bloggerstribe #blogpost https://t.co/86Xvufp1MP"
Akash,2021-10-23 15:02:10+00:00,"@RedmiSupportIN @RedmiIndia 
I bought this phone for my parents and I have never expected this, Redmi service center guys are not responding they are saying I agree this is a issue but we can't fixed it will be naver fix, Now to whom I have to contact I have spend 18k rupees."
Akash,2021-10-23 14:59:25+00:00,"RT @Akash_7622: @RedmiIndia @RedmiSupportIN 
Hi team,
I bought Redmi note 10 pro phone and whenever i am taking pictures in dark using flas…"
Akash,2021-10-23 14:59:05+00:00,"RT @Akash_7622: @RedmiSupportIN @RedmiIndia 
I bought Redmi note 10 pro phone and when i am taking pictures using Flash light, some reflect…"
Akash,2021-10-23 14:58:55+00:00,"@RedmiSupportIN @RedmiIndia 
I bought Redmi note 10 pro phone and when i am taking pictures using Flash light, some reflection I have observed in the picture I have spend 18k, I went to the Redmi Sc, they are not resolving kindly help or return back my money l. https://t.co/RTyPgVqBAw"
Electronics Masterz,2021-10-23 14:58:55+00:00,#onlineshopping #phones #mobilecover For 6.5 inch Mobile Phone Arm Band Hand Holder Case Gym Outdoor Sport Running Pouch Armband Bag For iphone 11 max 7 plus xiaomi https://t.co/8D0ccqH1g9 https://t.co/lo3M4sUBCY
Fabricio Cavalcante,2021-10-23 14:56:28+00:00,"RT @technozix: Samsung galaxy S22 ultra to have a 5000mAh battery with 45W fadt charging.
.
.
Follow @technozix for more updates

#samsung…"
Tardigrad,2021-10-23 14:55:45+00:00,@Xiaomi @charlieclift When will you make a small phone again? Like the Pixel 4a or iPhone 12 mini.
Technozix,2021-10-23 14:55:08+00:00,"Samsung galaxy S22 ultra to have a 5000mAh battery with 45W fadt charging.
.
.
Follow @technozix for more updates

#samsung #iphone #apple #xiaomi #oppo #s #plus #vivo #huawei #samsungs #smartphone #pro #android #realme #samsunggalaxy #photography #galaxys #mobile #technology https://t.co/ryZZ00GkM3"
Akash,2021-10-23 14:54:28+00:00,"@RedmiIndia @RedmiSupportIN 
Hi team,
I bought Redmi note 10 pro phone and whenever i am taking pictures in dark using flash light, I am getting some shine over the picture, some of picture I have shared for reference,
Kindly resolve or else return back money 18k. https://t.co/qki9fbcO6S"
Althaf,2021-10-23 14:46:12+00:00,"@Xiaomi @XiaomiIndia

I bought mi 11x from mi store (online) on july for upi 5k cashback.
https://t.co/Sku19oiOE2
Its been 100days+. And no cashback. I tried contacting mi and contacted mi in their support form 4 times.
https://t.co/nyDzla2PjV
No one contacted me regarding this. https://t.co/FRY4XH5hY4"
Gohil Siddhrajsinh,2021-10-23 14:42:30+00:00,"@manukumarjain 
@MiIndiaSupport 
@XiaomiIndia 
finaly the new 5G REDMI NOTE 10T 5G GRAPHITE BALCK IS ARRIVED,LOOK IS BEAUTIFUL,CAMERA RESULTS IS So good, battery back is good, I love this smart phone 
thank you so much Mi India https://t.co/KW10S3AXv1"
Sourav - #DiwaliWithMi,2021-10-23 14:40:47+00:00,"RT @XiaomiIndia: Our #Xiaomi11LiteNE5G is the Slimmest &amp; Lightest 5G Smartphone Of 2021, but there's more to this than meets the eye:
-64MP…"
Hamzah Bhuta,2021-10-23 14:40:04+00:00,I don't want to be going to London from Manchester just to buy a phone. Please open a store in Manchester please. @Xiaomi @XiaomiUK @XiaomiSupport
SaiNaren,2021-10-23 14:24:38+00:00,"RT @XiaomiIndia: Our #Xiaomi11LiteNE5G is the Slimmest &amp; Lightest 5G Smartphone Of 2021, but there's more to this than meets the eye:
-64MP…"
vikas kumar #Xiaomi11LiteNE5G 😎,2021-10-23 14:19:34+00:00,"RT @XiaomiIndia: Our #Xiaomi11LiteNE5G is the Slimmest &amp; Lightest 5G Smartphone Of 2021, but there's more to this than meets the eye:
-64MP…"
Snehasis Mistri,2021-10-23 14:17:29+00:00,"RT @XiaomiIndia: Our #Xiaomi11LiteNE5G is the Slimmest &amp; Lightest 5G Smartphone Of 2021, but there's more to this than meets the eye:
-64MP…"
PerfectFan,2021-10-23 14:17:18+00:00,"RT @XiaomiIndia: Our #Xiaomi11LiteNE5G is the Slimmest &amp; Lightest 5G Smartphone Of 2021, but there's more to this than meets the eye:
-64MP…"
Krishnendu Ghosh,2021-10-23 14:15:24+00:00,"RT @XiaomiIndia: Our #Xiaomi11LiteNE5G is the Slimmest &amp; Lightest 5G Smartphone Of 2021, but there's more to this than meets the eye:
-64MP…"
Mobile Deck,2021-10-23 14:15:22+00:00,"RT @XiaomiIndia: Our #Xiaomi11LiteNE5G is the Slimmest &amp; Lightest 5G Smartphone Of 2021, but there's more to this than meets the eye:
-64MP…"
ikmy,2021-10-23 14:14:38+00:00,"2021
S21U
Redmi Note 10P
Mi11i
Leitz Phone
Mate 40P
Fold3
Pixel 5
13P
Pixel 6P
and more...?"
CPA Jyoti Bandyopadhyay,2021-10-23 14:13:50+00:00,"RT @Erahmadwaseem: Side effects of inbuilt battery in mobile phones.
Battery cost =999
18 %GST=178.82
Labour charge =350+18%GST= 413
Total…"
Bapi Gorai,2021-10-23 14:11:15+00:00,"@PMOIndia sir, I've purchased a mobile Redmi note 7pro but seller is fraud. Delivered me a dead phone of micromax a28. I recorded unboxing video in front of flipkart delivery boy. Already contacted with flipkart but they haven't solve my problem yet
Sir pls solve my problem."
ROFL NADDA,2021-10-23 14:03:28+00:00,"RT @Erahmadwaseem: Side effects of inbuilt battery in mobile phones.
Battery cost =999
18 %GST=178.82
Labour charge =350+18%GST= 413
Total…"
Ayan Sarkar,2021-10-23 14:02:26+00:00,"RT @XiaomiIndia: Our #Xiaomi11LiteNE5G is the Slimmest &amp; Lightest 5G Smartphone Of 2021, but there's more to this than meets the eye:
-64MP…"
🐱✨,2021-10-23 13:50:48+00:00,"@ZeroWisdom (try with 2d i mean)
my phone is a redmi note 7 pro i think"
Honourable Cena Fan 👌,2021-10-23 13:46:43+00:00,"RT @XiaomiIndia: Our #Xiaomi11LiteNE5G is the Slimmest &amp; Lightest 5G Smartphone Of 2021, but there's more to this than meets the eye:
-64MP…"
Ravi,2021-10-23 13:45:50+00:00,"RT @XiaomiIndia: Our #Xiaomi11LiteNE5G is the Slimmest &amp; Lightest 5G Smartphone Of 2021, but there's more to this than meets the eye:
-64MP…"
Sourav Betal,2021-10-23 13:44:53+00:00,"RT @XiaomiIndia: Our #Xiaomi11LiteNE5G is the Slimmest &amp; Lightest 5G Smartphone Of 2021, but there's more to this than meets the eye:
-64MP…"
Madhusudhan H,2021-10-23 13:43:44+00:00,"@manukumarjain @Xiaomi @XiaomiIndia @RedmiIndia @leijun @RaghuReddy505 @hawkeye @SnehaTainwala @vivekkr_kumar @CounterPointTR @JaskaranKapany Please launch one ""Android one"" phone in India."
Sunny कुमार यादव,2021-10-23 13:41:14+00:00,"RT @XiaomiIndia: Our #Xiaomi11LiteNE5G is the Slimmest &amp; Lightest 5G Smartphone Of 2021, but there's more to this than meets the eye:
-64MP…"
Bhaskar Joshi,2021-10-23 13:39:02+00:00,"@geekyranjit Redmi note 10 pro max display hurt my eyes ,my eyes turned red and when I use samsung phone it doesn't, both have amoled display 
So sir do I need to think twice before buying redmi phones in future?"
Rakesh Kumar Panda,2021-10-23 13:38:47+00:00,"RT @XiaomiIndia: Our #Xiaomi11LiteNE5G is the Slimmest &amp; Lightest 5G Smartphone Of 2021, but there's more to this than meets the eye:
-64MP…"
Amit Kumar Panda,2021-10-23 13:37:32+00:00,"RT @XiaomiIndia: Our #Xiaomi11LiteNE5G is the Slimmest &amp; Lightest 5G Smartphone Of 2021, but there's more to this than meets the eye:
-64MP…"
Markey,2021-10-23 13:35:55+00:00,"@MiPhilippines #Xiaomi11Lite5GNE #Xiaomi11T one thing Xiaomi phones have is the excellent camera and beautiful design which is very evident in these products. Whenever I am outside,  it is always nice to take pictures of the sky and nothing could capture that better than a Xioami phone."
#MiFan Swadesh Kumar Moharana #DiwaliWithMi 😍,2021-10-23 13:33:24+00:00,"RT @XiaomiIndia: Our #Xiaomi11LiteNE5G is the Slimmest &amp; Lightest 5G Smartphone Of 2021, but there's more to this than meets the eye:
-64MP…"
🕊️وسیم waseem,2021-10-23 13:31:23+00:00,"Further to add  the cost of this mobile redmi 5A was below 6K and battery cost is 999.
Whereas I am having huawei p9 costing 39999/ and its battery costing just 569.
It is just to compare. https://t.co/AvVlPla6PY"
#MiFan Ayaan,2021-10-23 13:29:46+00:00,"RT @XiaomiIndia: Our #Xiaomi11LiteNE5G is the Slimmest &amp; Lightest 5G Smartphone Of 2021, but there's more to this than meets the eye:
-64MP…"
Harpreet Bindra,2021-10-23 13:29:09+00:00,"RT @XiaomiIndia: Our #Xiaomi11LiteNE5G is the Slimmest &amp; Lightest 5G Smartphone Of 2021, but there's more to this than meets the eye:
-64MP…"
The Tech Geek,2021-10-23 13:28:32+00:00,"RT @XiaomiIndia: Our #Xiaomi11LiteNE5G is the Slimmest &amp; Lightest 5G Smartphone Of 2021, but there's more to this than meets the eye:
-64MP…"
Xiaomi India - #DiwaliWithMi,2021-10-23 13:27:33+00:00,"Our #Xiaomi11LiteNE5G is the Slimmest &amp; Lightest 5G Smartphone Of 2021, but there's more to this than meets the eye:
-64MP Camera with 50+ director modes
- Segment's 1st 10-bit smartphone with Dolby Vision 
A phone so Lite yet so Loaded. 
Buy now: https://t.co/MowSx0nqxn https://t.co/caDZ7YggSo"
yugatech.ph,2021-10-23 13:15:00+00:00,WATCH: Xiaomi 11 Lite 5G NE Unboxing and Hands-On -- https://t.co/a5pq2yKuaY https://t.co/YvPBc9TCWu
เลิ้บพิจ้านพิป๋อ🦁🐰✨,2021-10-23 13:14:32+00:00,"RT @CrazyPumkin: Redmi Steven: My phone wallpaper 💚

Me: Steven… 😂😂😂 https://t.co/wkDZHfbWHf"
🕊️وسیم waseem,2021-10-23 13:03:55+00:00,"Side effects of inbuilt battery in mobile phones.
Battery cost =999
18 %GST=178.82
Labour charge =350+18%GST= 413
Total cost =1591.92
Good going @Xiaomi @XiaomiIndia
KHOOLI LOOT. https://t.co/p7loeklXj6"
yugatech.ph,2021-10-23 13:00:02+00:00,WATCH: Xiaomi 11T 5G Unboxing and Hands-on -- https://t.co/X3pY1Bfp0X https://t.co/5TWnpFME06
episson.com,2021-10-23 12:38:47+00:00,#climate Candy Silicone Phone Case For Xiaomi Redmi Note 9 8 Pro 9s 8T Mi Note 10 Lite 10T 9T 11 Poco X3 NFC F3 Matte Soft Back Cover https://t.co/SGc4pKuJwU https://t.co/Ou5wM3PALc
g,2021-10-23 12:37:15+00:00,RT @yugatech: WATCH: Xiaomi 11T Pro 5G Unboxing and Hands-on -- https://t.co/XVruHchQoj https://t.co/JahxVtUpi5
yugatech.ph,2021-10-23 12:35:00+00:00,WATCH: Xiaomi 11T Pro 5G Unboxing and Hands-on -- https://t.co/XVruHchQoj https://t.co/JahxVtUpi5
Doomw123gaming,2021-10-23 12:29:07+00:00,RT @RoiLeve: Can @Xiaomi explain this to me why every black and white photo and icons when my phone is going to dark mode are not looking l…
Geoff Naguit,2021-10-23 12:11:27+00:00,"I know we’re watching something related to a phone company, but hey HAPPY PAUBAYA ANNIVERSARY!!!! 

XIAOMI WITH MOIRA 
#XiaomiXMoira
#Xiaomi11TSeries"
zikriyasadiq,2021-10-23 12:04:12+00:00,@Xiaomi @charlieclift Don't have a Xiomi mobile or even any hands free. 😂 #Xiomi
iXperts Service Center,2021-10-23 12:03:36+00:00,"- Mobile Repair &amp; Services
- iPhone | Samsung | Oneplus
- Redmi | Vivo | Oppo | Realme
- Book Now Today

iXperts service center
Call 9703597031 What's App 97035 97031
Tolichowki Hyderabad

#SaturdayMorning #SaturdayThoughts #Saturday #saturdaysocial #ixpertsservicecenter https://t.co/is6Wt8KCGM"
onebusiness,2021-10-23 12:00:00+00:00,https://t.co/qt2JZ6iv42 #onebusiness #twimbos @PatieMusa  Get the new advanced Redmi note 10 Pro  mobile phone . visit https://t.co/DqLxoAtWez https://t.co/x5GxFVUShr
MOORTHY NARAYANAN,2021-10-23 11:54:58+00:00,""" Those who find beauty in all of nature will find themselves at one with the secrets of life itself ""
- L. Wolfe Gilbert

Bamboo leaves in close-up at DakshinaChitra in Chennai.

Mobile photo - Xiaomi Mi A2.
#mobilephotography 
#myphoto 
#XiaomiMiA2 https://t.co/AL8JDPXVhL"
Hyderabadi,2021-10-23 11:47:26+00:00,"RT @cellbay_mobiles: Is your phone broken?
Wanna buy a new smartphone?
Looking for the best models?

Now don't wait! Cellbay has brought up…"
Cellbay Mobiles,2021-10-23 11:47:12+00:00,"Is your phone broken?
Wanna buy a new smartphone?
Looking for the best models?

Now don't wait! Cellbay has brought up the latest model ""Xiaomi 11 Lite NE 5G"" with amazing features.

Visit Cellbay Mobile store!

Contact us at 9112023456

#Cellbay #xiaomi11lite5gne #Hyderabad https://t.co/20608JDmxF"
saikumar goud,2021-10-23 11:43:38+00:00,"Dear Amazon Team ,

I have order the Redmi note 10s mobile and I got the delivery of  Samaung M20 pouch, and I contacted to the customer care and they said their is no refund or any thing else. The invoice of the pouch address from Chennai ,Tamil Nadu. https://t.co/iWFIhO3xXf"
জয়ন্ত কর্মকার,2021-10-23 11:43:33+00:00,"@anirudh_2103_ Mi 11 ultra. #Xiaomi #Mi11Ultra #Xiaomi11Ultra
Never buy Xiaomi products. They are absolutely hopeless regarding the updates especially for their flagship products.
Dear @XiaomiIndia @MiIndiaSupport Any plan for updates on 11 ultra phone? https://t.co/bgh9YlRiBn"
Faizal Faizi,2021-10-23 11:41:45+00:00,"RT @chat_station: #DigitalChatStation
Many of Xiaomi's iterative models have begun to quote ancient poems and mythological characters as co…"
Mobile Deck,2021-10-23 11:22:11+00:00,"Redmi Note 11 Series :

Bluetooth 5.2
360Hz Touch Sampling Rate
AG Glass Back

🎶 3.5mm Jack &amp; JBL tuned Stereo speaker.
Thickness : 8.34mm

#Xiaomi #RedmiNote11Series https://t.co/JJxWbaAjpB"
Abhishek kumar,2021-10-23 11:21:42+00:00,"RT @chat_station: #DigitalChatStation
Many of Xiaomi's iterative models have begun to quote ancient poems and mythological characters as co…"
Hanako N,2021-10-23 11:21:17+00:00,Redmi type phone is really really good  one (*ﾉ・ω・)ﾉ♫
Kaushal,2021-10-23 11:18:16+00:00,Remember that xiaomi’s “kiska baja” ad? It’s so iconic that you can instantly recognize the brand without even seeing the phone.
Mohit Kumar,2021-10-23 11:11:59+00:00,"RT @CyborgTrend: Redmi Note 11 series phone Launching on 28th October in China.

#redmi #Redminote11Pro #china #trending #gadgets #tech #tr…"
zotmo.com,2021-10-23 11:00:48+00:00,"OLAF 1m/2m/3m Micro USB Cable For Samsung Xiaomi Redmi Fast Charging Microusb Data Charger Cord Android Mobile Phone Cable Kabel 

€13.74 
Compatible Brand: Blackberry
Compatible Brand: LG
Compatible Brand: Palm
Compatible Brand: TOSHIBA
Compatible Brand: HTC
Compatible ... https://t.co/3aBg2hCSrj"
novo options,2021-10-23 10:55:26+00:00,#Novo_options Mobile Phone Charger Quick Charging Adapter https://t.co/ffKaMUho3f https://t.co/Zlt1LkvbxO
Mrinal Kanti Das,2021-10-23 10:47:30+00:00,"@tech_burner using realme 3 pro since launch and won't upgrade as long as it keeps working. I also have an old b/w nokia querty phone from college days, Galaxy Fit (battery dead but fully working) and Redmi Note 3 (earphone port stopped working)"
Mazi Amu,2021-10-23 10:38:27+00:00,@Darkseid_xo @Bambam_oG @ichie_agu1 @urPapaDeyCraze Compare the pixel latest phone with the Xiaomi mi 11 ultra and tell me what u see
Saravanan,2021-10-23 10:22:20+00:00,"✨Seeing beauty in small things is huge...✨

""Dragon fly""

Mobile click using external macro lens

#dragonfly #macro #photography #mobilephotography #mobileclick #NaturePhotography #macrophotography
#mobileshot #redmi #redmiphotograpny
#insect #insectphotography #lightroom https://t.co/0wtYjqKkuT"
Pankaj,2021-10-23 10:12:24+00:00,"But u will be able to make a call.
u just hav to go to ur mobile network's care center and ask for e-sim.
I went to jio care as I use jio sim and asked them to enable e-sim feature on my jio number.
They straight away told me that redmi note 9 pro max is not esim supported mobile"
Pankaj,2021-10-23 10:10:59+00:00,"I went to buy Samsung galaxy watch 4 LTE variant. I told them-I am looking for calling feature specifically in smartwatch that is compatible with my mobile,Redmi note 9 pro max.
They told me-there will be some features not available in ur smartwatch as u don't hav Samsung phone."
episson.com,2021-10-23 09:51:22+00:00,#motivation Flip Case for Xiaomi Redmi 4 Pro 4A 4X 4pro Luxury PU Leather Wallet Phone Cover Magnet Xiomi Redmi Note 4 4X Book Coque https://t.co/KQyQFN0u7U https://t.co/YdMvXUgehW
ANINDYA OJHA,2021-10-23 09:45:54+00:00,"RT @chat_station: #DigitalChatStation
Many of Xiaomi's iterative models have begun to quote ancient poems and mythological characters as co…"
Sai Krishna,2021-10-23 09:33:47+00:00,@Xiaomi @XiaomiIndia @MiIndiaSupport #mi11x its shame to have a phone (flagship sd870  120fps display and not able to play bgmi in 90fps) wake up xiaomi wakeup 👏.Either dont spell it flagship devices👏
Hafiz,2021-10-23 09:24:36+00:00,"RT @AnonyMallu: Share a pic of your frst phone

Here's mine: Nokia 1100

Nokia 1100
Nokia 2630
Nokia 6120 classic
Nokia E71
Samsung Galaxy…"
zamifairuz,2021-10-23 09:19:11+00:00,Mobile Pocket Maia-chan is not work on Redmi 9 at least Maia Clock still work. https://t.co/mb50ublf8q
episson.com,2021-10-23 09:05:33+00:00,#motivation Cute Smile Pattern Soft Shell Phone Case On For Xiaomi Poco M3 Pro 5G Straight Edge Silicone Cover Capa Camera Protection https://t.co/mEsfth3RNi https://t.co/6RilVibLXd
🎃Abomination Gaming🎃,2021-10-23 09:00:59+00:00,"RT @Ebuyer: 🌟Get your smart activity tracker absolutely FREE with your new @Xiaomi smartphone🌟 

Hurry. Limited time offer ends soon!

👉 ht…"
Asianwebshops,2021-10-23 09:00:04+00:00,#deal #bestseller Original Xiaomi 100CM 2 in 1 Type-C and Micro USB Cable for Mobile Phone https://t.co/kKvK3jaLr5 https://t.co/NC3nNnWeDu
Ebuyer,2021-10-23 09:00:02+00:00,"🌟Get your smart activity tracker absolutely FREE with your new @Xiaomi smartphone🌟 

Hurry. Limited time offer ends soon!

👉 https://t.co/URCVZuaEXT

#Xiaomi #Smartphone #TopUpYourTech https://t.co/JmiiK9tMAH"
episson.com,2021-10-23 08:58:36+00:00,#power Shockproof Protection Phone Cover For Xiaomi Redmi 9T Magnet Metal Finger Ring Holder Stand Case For Redmi 9T 9 T Coque Redmi9T https://t.co/z5E1NT23KB https://t.co/AyPlfoYCiw
